# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-7453"			
"# Timestamp: Tue, 18-Feb-2020 06:12:59"			
Gene ID	Gene Name	'PLX4720; 1 micromolar' vs 'none' .foldChange	'PLX4720; 1 micromolar' vs 'none'.pValue
ENSG00000274209	ANTXRL	1.6	0.22915689
ENSG00000274211	SOCS7	0.1	0.705043217
ENSG00000274213	AC015912.3	0.1	0.945603272
ENSG00000274220	AC009163.7	2.8	3.33E-12
ENSG00000274227	AC073575.2	0.4	0.769004074
ENSG00000274265	AC245297.3	-0.1	0.902841264
ENSG00000274267	ENSG00000274267	0.1	0.969675146
ENSG00000274270	AL137060.3	1	0.488307865
ENSG00000274272	AC069281.2	1.8	0.227581911
ENSG00000274276	CBSL	-0.3	0.82105653
ENSG00000274281	AC022929.2	3.7	0.00292043
ENSG00000274290	HIST1H2BE	2	0.031148243
ENSG00000274294	AC015660.3	2	0.148093515
ENSG00000274297	AC009269.5	-0.9	0.538607326
ENSG00000274300	MIR6864	1.4	0.352745817
ENSG00000274307	AC023449.2	-2.8	3.07E-05
ENSG00000274315	AC009318.3	0.1	0.931369095
ENSG00000274317	LINC02334	1.2	0.110486134
ENSG00000274322	AL136531.2	0.7	0.684619155
ENSG00000274331	AL355974.1	0.5	0.722099902
ENSG00000274333	CU633967.1	-0.6	0.706449743
ENSG00000274340	AC032011.1	1.7	0.110257493
ENSG00000274349	ZNF658	-0.1	0.901215578
ENSG00000274356	AL355987.5	-0.5	0.773348106
ENSG00000274363	AC087742.1	0.5	0.665264379
ENSG00000274364	AL110115.1	0.3	0.864531766
ENSG00000274369	GRAMD4P4	0.2	0.923707683
ENSG00000274372	LINC02804	1.8	0.039228276
ENSG00000274383	AC103691.1	0.9	0.530925407
ENSG00000274386	TMEM269	0.7	0.402465103
ENSG00000274391	TPTE	-1.3	0.131924285
ENSG00000274403	AC090510.2	-0.2	0.818389859
ENSG00000274414	AL121772.1	-0.7	0.107041673
ENSG00000274422	AC245060.5	0.7	0.206633424
ENSG00000274423	SEC22B2	2	0.161984533
ENSG00000274425	AC114271.1	-0.7	0.577099977
ENSG00000274427	AC145423.2	-0.4	0.775659243
ENSG00000274444	AC078909.2	0.7	0.565718077
ENSG00000274447	AC005790.1	1.8	0.165126009
ENSG00000274460	AC092119.2	1.4	0.003526338
ENSG00000274471	AC242376.2	0.7	0.051910547
ENSG00000274487	AC244154.1	-0.2	0.846535296
ENSG00000274494	MIR6832	-0.5	0.767531255
ENSG00000274507	AL121772.2	-0.6	0.72895861
ENSG00000274512	TBC1D3L	1.8	0.053164536
ENSG00000274515	AC105020.5	-0.3	0.859101745
ENSG00000274523	RCC1L	-0.1	0.896978436
ENSG00000274525	AC008443.7	0.1	0.894449966
ENSG00000274528	AC090970.2	-0.7	0.243232933
ENSG00000274549	AL356274.1	1.7	0.225521452
ENSG00000274554	AC083806.2	0.2	0.928743649
ENSG00000274560	AC010205.1	0.3	0.876190152
ENSG00000274561	AC005332.3	0.4	0.692555469
ENSG00000274565	AC080038.1	0.5	0.547227631
ENSG00000274598	AC087893.2	-0.5	0.790825497
ENSG00000274602	PI4KAP1	0.1	0.950372575
ENSG00000274605	PCCA-DT	-1.5	0.00127659
ENSG00000274615	AC233968.1	0.9	0.566075249
ENSG00000274620	MIR378J	-0.3	0.856499624
ENSG00000274641	HIST1H2BO	0.3	0.869671128
ENSG00000274642	AC244669.2	0.6	0.738987871
ENSG00000274653	AC106782.5	1.1	0.392391572
ENSG00000274667	AC090517.2	-1.4	0.087794338
ENSG00000274677	AC040169.3	-0.8	0.546639524
ENSG00000274695	AC108704.1	0.8	0.636889533
ENSG00000274698	AC099521.1	1.4	0.332234114
ENSG00000274712	AC005332.4	1.3	0.038918179
ENSG00000274718	AL136964.1	1	0.409878479
ENSG00000274721	AC091825.1	-3.1	5.16E-04
ENSG00000274723	AC079906.1	2.4	7.41E-06
ENSG00000274737	AC004466.2	-0.6	0.632364372
ENSG00000274750	HIST1H3E	4.2	2.42E-29
ENSG00000274751	AC120498.9	1.5	0.323475065
ENSG00000274756	AC243732.1	-0.2	0.874163431
ENSG00000274765	AC018926.1	1.4	0.31251958
ENSG00000274776	AC090241.3	1.2	0.253972163
ENSG00000274813	AC126915.2	-0.3	0.801805169
ENSG00000274817	AC012531.4	1.1	0.346521947
ENSG00000274818	AC004825.2	0.9	0.503553722
ENSG00000274825	AL023803.2	-3.9	0.00139181
ENSG00000274827	LINC01297	0.2	0.770223635
ENSG00000274828	AC068473.5	0.7	0.068294712
ENSG00000274840	AC132807.2	-0.3	0.72933139
ENSG00000274849	AC023043.4	-2.2	5.66E-08
ENSG00000274879	AC009804.1	-2.1	0.006712565
ENSG00000274895	AC011700.1	0.4	0.658267661
ENSG00000274897	PANO1	-0.1	0.974732948
ENSG00000274898	AC001226.1	-1.3	0.382058884
ENSG00000274902	AC004241.2	0.3	0.8717044
ENSG00000274911	ENSG00000274911	-0.1	0.946735551
ENSG00000274922	AL139384.1	1.5	0.018502041
ENSG00000274925	ZKSCAN2-DT	0.4	0.412056794
ENSG00000274929	AL157813.1	0.7	0.58406625
ENSG00000274943	AC079684.1	-0.5	0.555855065
ENSG00000274949	AL109804.1	2.6	0.005001645
ENSG00000274956	NKAIN3-IT1	2.5	0.081993301
ENSG00000274963	RN7SL600P	-0.2	0.922830978
ENSG00000274964	AC026356.1	-0.4	0.453893819
ENSG00000274987	AC092794.1	1.4	0.139878006
ENSG00000274997	HIST1H2AH	1.7	0.25418645
ENSG00000275005	AL354950.1	1.5	0.316538624
ENSG00000275017	AL353748.2	2.1	0.132454998
ENSG00000275023	MLLT6	1.1	0.027237078
ENSG00000275024	AC005383.1	1.7	0.240202931
ENSG00000275025	AC002401.3	-0.5	0.655004913
ENSG00000275040	AC009159.1	3.5	0.005573823
ENSG00000275052	PPP4R3B	-0.4	0.372831702
ENSG00000275055	AC011468.5	0.5	0.574681225
ENSG00000275056	AC020663.3	-1.2	0.309850615
ENSG00000275063	ENSG00000275063	1.3	0.214649566
ENSG00000275066	SYNRG	0.1	0.892019914
ENSG00000275074	NUDT18	2.1	0.009297405
ENSG00000275084	SNORD91B	-1.4	0.312155694
ENSG00000275092	AL031710.2	-1.8	0.165433945
ENSG00000275097	AC024940.6	-2.3	0.110495897
ENSG00000275106	AC025594.2	0.1	0.944392793
ENSG00000275111	ZNF2	0.2	0.590300869
ENSG00000275131	AC241952.1	1.5	2.38E-05
ENSG00000275160	AL354718.1	-0.1	0.939686535
ENSG00000275180	AC048341.2	0.7	0.125152352
ENSG00000275186	AC018445.1	0.2	0.910354473
ENSG00000275191	AC007497.1	-2.7	0.019782738
ENSG00000275197	AC092794.2	1.3	0.400906564
ENSG00000275198	AL512791.2	1.1	0.179267166
ENSG00000275202	AL161421.1	0.7	0.204512071
ENSG00000275216	AL161431.1	-4.2	2.54E-35
ENSG00000275223	AL121906.2	0.7	0.433578089
ENSG00000275227	AC093416.2	0.6	0.640923632
ENSG00000275236	AC009120.5	0.2	0.862121661
ENSG00000275263	AC135048.3	1.1	0.409515838
ENSG00000275294	LINC02340	2.1	0.024029399
ENSG00000275318	AL136981.2	1.1	0.152123013
ENSG00000275322	AC103746.1	-1.5	0.232508179
ENSG00000275328	SPDYE19P	-1.5	0.314189844
ENSG00000275329	AL138781.1	2.5	0.070834777
ENSG00000275339	Z99129.1	0.2	0.894461502
ENSG00000275342	PRAG1	0.4	0.585218913
ENSG00000275343	AC010999.1	0.9	0.556720853
ENSG00000275345	AC091167.5	-0.9	0.563605964
ENSG00000275367	AC092111.1	1.3	0.043176999
ENSG00000275374	AC113385.3	1.8	0.236046137
ENSG00000275381	AC019206.1	-0.2	0.869219082
ENSG00000275389	AC068790.9	2.3	0.02467282
ENSG00000275395	FCGBP	2.7	0.019683445
ENSG00000275401	AL391095.3	-0.7	0.342767139
ENSG00000275409	AC026367.2	0.4	0.742933368
ENSG00000275426	AC253576.2	-1	0.541137375
ENSG00000275437	AL121832.3	-1.7	0.053374021
ENSG00000275441	AC020765.2	-0.5	0.769004074
ENSG00000275445	AC092119.3	-1.7	0.26247708
ENSG00000275450	AL845472.1	-0.1	0.954428613
ENSG00000275454	AC105020.6	0.1	0.959193541
ENSG00000275457	AL117332.1	0.5	0.66055993
ENSG00000275464	FP565260.1	-1.2	0.02923989
ENSG00000275465	AL449403.2	0.5	0.72213472
ENSG00000275476	AC009318.4	0.5	0.649610662
ENSG00000275479	AC087741.2	0.4	0.764793668
ENSG00000275481	AC025031.4	0.7	0.446092871
ENSG00000275484	AP003419.3	0.6	0.701179587
ENSG00000275485	AL512652.1	-0.1	0.933240435
ENSG00000275491	LINC01730	0.1	0.87401183
ENSG00000275494	AC133552.5	1.1	0.42377274
ENSG00000275496	CU633906.1	0.2	0.854244054
ENSG00000275532	AC006449.2	1.8	0.042986831
ENSG00000275538	RNVU1-19	-0.4	0.807773738
ENSG00000275542	ENSG00000275542	2.6	0.050267535
ENSG00000275549	STPG3-AS1	1.5	0.268227807
ENSG00000275560	AC008115.3	0.4	0.413805978
ENSG00000275576	AL049539.1	-0.9	0.504214629
ENSG00000275580	AC022306.2	0.1	0.954170511
ENSG00000275582	AL031670.1	0.1	0.942419241
ENSG00000275591	XKR5	1.1	0.216492216
ENSG00000275601	AC011330.2	-0.2	0.918658565
ENSG00000275620	AL121827.2	7	8.66E-26
ENSG00000275632	AL035461.2	-2.8	3.36E-04
ENSG00000275636	AC021755.3	3.6	0.001070871
ENSG00000275645	AC068338.3	2.1	0.039169974
ENSG00000275675	AL161931.1	1.1	0.486834317
ENSG00000275700	AATF	-0.9	8.71E-04
ENSG00000275703	U47924.3	0.7	0.608168841
ENSG00000275709	AC090527.3	1.5	0.17248459
ENSG00000275713	HIST1H2BH	0.9	0.203011465
ENSG00000275719	AC008622.2	-0.1	0.962780338
ENSG00000275720	AC243830.2	1.7	0.020944025
ENSG00000275734	AC010538.1	0.7	0.333576753
ENSG00000275759	AC026367.3	0.5	0.559518165
ENSG00000275763	C18orf65	1	0.183388307
ENSG00000275764	AC092747.4	0.2	0.811657369
ENSG00000275765	AC091982.3	1.1	0.080389439
ENSG00000275769	AC068792.1	-0.6	0.689634003
ENSG00000275793	RIMBP3	3	0.006037276
ENSG00000275807	AC145285.6	-0.2	0.906472907
ENSG00000275832	ARHGAP23	0.5	0.391139604
ENSG00000275833	AC073107.2	0.9	0.418919898
ENSG00000275835	TUBGCP5	-0.4	0.295864165
ENSG00000275854	AC084824.4	-0.7	0.33480443
ENSG00000275869	ENSG00000275869	1.4	0.210310806
ENSG00000275880	AL139385.1	-0.2	0.8717044
ENSG00000275881	Metazoa_SRP	-0.7	0.648220348
ENSG00000275888	AC132872.3	0.8	0.551241082
ENSG00000275894	AL021578.1	-2.1	0.088635343
ENSG00000275895	U2AF1L5	-0.4	0.571221765
ENSG00000275897	AC021491.4	0.8	0.598324003
ENSG00000275910	AC138932.5	2	0.151017639
ENSG00000275936	AC004263.1	0.7	0.601360794
ENSG00000275945	EIF3FP1	0.2	0.859371317
ENSG00000275956	AC104446.2	0.2	0.863524281
ENSG00000275963	AC008115.4	0.8	0.411724802
ENSG00000275964	AL355001.2	1.6	0.018136811
ENSG00000275966	ENSG00000275966	2.2	0.137809954
ENSG00000275993	SIK1B	-1.6	0.077909012
ENSG00000276007	AC079414.3	-0.4	0.645066986
ENSG00000276023	DUSP14	0.3	0.486757713
ENSG00000276026	ENSG00000276026	0.5	0.78314873
ENSG00000276029	MIR4477A	1.3	0.364712778
ENSG00000276032	ENSG00000276032	-0.7	0.700558732
ENSG00000276043	UHRF1	-5.5	2.65E-35
ENSG00000276045	ORAI1	-0.2	0.84725722
ENSG00000276058	STMN1P1	-1.7	0.180397484
ENSG00000276063	AL391262.1	2.7	0.055428126
ENSG00000276071	AC074138.1	0.8	0.391446322
ENSG00000276075	AC027682.6	2.7	0.006184249
ENSG00000276092	AC040896.1	0.4	0.818125624
ENSG00000276096	Metazoa_SRP	0.5	0.756530463
ENSG00000276103	U4	2.7	0.051980206
ENSG00000276107	AC037198.1	1.2	0.006336911
ENSG00000276115	AC026356.2	0.1	0.939655643
ENSG00000276136	AC016957.2	2	0.120801429
ENSG00000276141	WHAMMP3	-0.7	0.255180116
ENSG00000276148	AC084824.5	0.7	0.534633496
ENSG00000276166	AC092118.2	-0.2	0.91547526
ENSG00000276170	AC244153.1	-1.1	0.305340356
ENSG00000276174	AC087683.2	1.4	0.23995415
ENSG00000276180	HIST1H4I	1.1	0.043627121
ENSG00000276216	AC245014.3	0.9	0.552162411
ENSG00000276234	TADA2A	-0.8	0.015357578
ENSG00000276248	AL442125.1	-0.8	0.180397484
ENSG00000276250	AC127024.6	2	0.139769956
ENSG00000276256	ENSG00000276256	-0.2	0.664756602
ENSG00000276259	AC009118.3	0.2	0.812095529
ENSG00000276261	AC009509.4	1.9	0.006841716
ENSG00000276282	AC022960.2	-1	0.508580522
ENSG00000276291	FRG1HP	0.7	0.042183494
ENSG00000276292	AC131159.1	-1.4	0.265807567
ENSG00000276293	PIP4K2B	0.1	0.740458244
ENSG00000276298	AC234782.4	0.1	0.937655362
ENSG00000276308	AC078880.4	0.6	0.64177524
ENSG00000276317	AL357033.3	0.5	0.736064849
ENSG00000276318	GTF2IP8	-2.9	0.018732229
ENSG00000276334	AL133243.2	0.8	0.204423569
ENSG00000276368	HIST1H2AJ	-1.3	0.41220687
ENSG00000276384	AC016876.3	1	0.505929569
ENSG00000276386	CNTNAP3P2	-0.9	0.136090452
ENSG00000276390	AC004241.3	-1.7	0.003741679
ENSG00000276399	AC209154.1	0.6	0.321187534
ENSG00000276408	AC025287.2	-0.1	0.954170511
ENSG00000276417	AC092111.2	0.8	0.523505606
ENSG00000276445	AC005393.1	1.3	0.126292999
ENSG00000276449	AC004076.2	-0.9	0.222162359
ENSG00000276462	BX255923.2	2.4	0.089133035
ENSG00000276476	AL136962.1	-1.7	7.14E-06
ENSG00000276488	AC008735.4	1.3	0.052862744
ENSG00000276505	AP000892.3	1.2	0.336998496
ENSG00000276517	AL133243.3	-1	0.145466205
ENSG00000276523	AC025287.3	1.7	0.067784607
ENSG00000276524	AC010999.2	0.4	0.767857064
ENSG00000276527	AL356515.1	-1	0.212994504
ENSG00000276529	AP001505.1	-1.2	0.13455298
ENSG00000276535	AL353726.1	-1.6	0.127045094
ENSG00000276545	PCDHGB9P	1.2	0.315412472
ENSG00000276547	PCDHGB5	0.4	0.515457812
ENSG00000276550	HERC2P2	1.3	1.45E-05
ENSG00000276564	AC130650.2	-0.5	0.641591219
ENSG00000276571	AC002550.2	-0.4	0.705263535
ENSG00000276573	AL442067.1	-1.3	0.393976801
ENSG00000276593	AC022306.3	0.2	0.9331025
ENSG00000276600	RAB7B	0.3	0.542948311
ENSG00000276603	AL109614.1	-0.7	0.406315909
ENSG00000276644	DACH1	2.4	1.54E-05
ENSG00000276649	AL117335.1	2	0.042734242
ENSG00000276651	AC007950.2	1	0.460977416
ENSG00000276662	AL713922.2	0.5	0.78786195
ENSG00000276663	AC009090.3	0.1	0.920772529
ENSG00000276672	AL161891.1	-4	6.39E-19
ENSG00000276698	AL136295.6	1.5	0.022893977
ENSG00000276707	AC243773.1	0.4	0.710913088
ENSG00000276710	CSPG4P10	0.7	0.369807578
ENSG00000276712	MIR7111	-0.3	0.796392665
ENSG00000276713	Metazoa_SRP	-0.4	0.765326258
ENSG00000276715	YWHAEP7	1.4	0.361306139
ENSG00000276718	AC005840.4	0.6	0.547606977
ENSG00000276728	AC142472.1	1.3	0.004563239
ENSG00000276740	AL445649.1	1.3	0.202114721
ENSG00000276744	AC105137.2	0.7	0.669303488
ENSG00000276757	RN7SL192P	0.1	0.973332633
ENSG00000276763	AC069499.2	-2.1	0.048022657
ENSG00000276790	AC068234.3	-1	0.440882718
ENSG00000276791	AC092117.1	1.9	0.002508064
ENSG00000276805	AL133216.2	1	0.105599337
ENSG00000276809	AL138955.1	-0.4	0.799034847
ENSG00000276814	AC004801.6	-1.3	0.139566336
ENSG00000276830	MIR6730	1.7	0.244495743
ENSG00000276840	PMS2P10	-0.9	0.344763924
ENSG00000276846	AC016590.3	1.8	0.025850325
ENSG00000276851	AC002401.4	-1.9	0.065836068
ENSG00000276853	AC026124.2	-1.2	0.298968256
ENSG00000276855	AC015922.3	0.7	0.180595713
ENSG00000276867	AC074050.4	-0.1	0.973893009
ENSG00000276900	AC023157.3	1.4	0.001416798
ENSG00000276916	AL442125.2	-0.5	0.68746027
ENSG00000276925	AC099778.2	0.1	0.908412158
ENSG00000276931	AC009041.4	-3	0.015114437
ENSG00000276934	AC009704.2	-0.8	0.629280938
ENSG00000276945	AC008498.1	0.5	0.768138851
ENSG00000276952	AL121772.3	-1	0.074343623
ENSG00000276957	AL158063.1	2.1	0.020890629
ENSG00000276966	HIST1H4E	3.2	1.62E-06
ENSG00000276968	AL158196.1	-1.4	0.289232228
ENSG00000276972	AC078880.5	1.3	0.364336025
ENSG00000276975	HYDIN2	1.7	0.23172811
ENSG00000276980	AC008760.2	3.5	0.005385206
ENSG00000276984	AL023881.1	2	0.167847261
ENSG00000276988	Metazoa_SRP	-0.5	0.714823003
ENSG00000276997	AL513314.2	0.8	0.393507681
ENSG00000277007	AC096642.1	1	0.125669444
ENSG00000277020	AL590096.1	2.9	1.41E-04
ENSG00000277022	AL031663.3	-0.3	0.875151137
ENSG00000277039	Metazoa_SRP	1	0.48157174
ENSG00000277050	AL122125.1	2.2	0.009323576
ENSG00000277051	Metazoa_SRP	0.9	0.509614953
ENSG00000277053	GTF2IP1	0.8	0.081742336
ENSG00000277067	CU634019.1	0.2	0.866258265
ENSG00000277072	STAG3L2	0.9	0.029077605
ENSG00000277075	HIST1H2AE	2	0.034047069
ENSG00000277128	AL589743.4	1.7	8.73E-04
ENSG00000277129	AC012531.6	1.5	0.324315188
ENSG00000277130	AC073569.3	-0.3	0.816190688
ENSG00000277135	AC012409.3	0.3	0.8903601
ENSG00000277142	LINC00235	1.4	0.039087341
ENSG00000277144	AC092757.3	0.3	0.861697063
ENSG00000277147	LINC00869	2.4	4.88E-06
ENSG00000277149	TYW1B	0.3	0.361638426
ENSG00000277151	AL138820.1	-1.9	0.104213367
ENSG00000277152	AC110048.2	-1	0.406960734
ENSG00000277156	AL589743.5	0.6	0.70634453
ENSG00000277159	AL139384.2	0.8	0.420234805
ENSG00000277161	PIGW	-1.4	0.001233098
ENSG00000277170	AC012676.3	-2	0.043494133
ENSG00000277173	AC004241.4	-0.4	0.818258629
ENSG00000277182	AC006449.5	0.9	0.183556462
ENSG00000277186	AC131212.1	2.1	0.143173071
ENSG00000277203	F8A1	0.6	0.182559215
ENSG00000277214	AC009159.2	3.5	5.14E-04
ENSG00000277215	SPANXA2-OT1	1	0.51646625
ENSG00000277218	AL139123.1	1.6	0.146423693
ENSG00000277224	HIST1H2BF	2.5	0.02905793
ENSG00000277245	AC084782.3	1	0.494236364
ENSG00000277258	PCGF2	0.8	0.287191885
ENSG00000277268	LHX1-DT	-0.7	0.14465928
ENSG00000277283	AC004812.2	-0.1	0.934368021
ENSG00000277287	AL109976.1	3.4	6.37E-07
ENSG00000277290	AC136475.10	0.4	0.605402793
ENSG00000277299	AC084876.1	-0.3	0.855679913
ENSG00000277304	AC142086.6	0.9	0.588354295
ENSG00000277310	AC090246.1	0.7	0.459895318
ENSG00000277324	AC093462.1	-0.8	0.550150806
ENSG00000277342	AC048344.4	-3.4	1.84E-06
ENSG00000277363	SRCIN1	2.5	2.19E-05
ENSG00000277369	AC010654.1	1.5	0.050021643
ENSG00000277373	AL132765.2	-1.3	0.343742953
ENSG00000277386	AL138999.1	2	0.094500272
ENSG00000277399	GPR179	2.6	1.62E-05
ENSG00000277400	ENSG00000277400	0.4	0.82105653
ENSG00000277406	SEC22B4P	0.4	0.780944665
ENSG00000277423	AC069234.5	-0.4	0.734999694
ENSG00000277440	AC012676.4	-1.8	0.127856055
ENSG00000277443	MARCKS	0.9	0.003291268
ENSG00000277449	CEBPB-AS1	0.3	0.661709312
ENSG00000277450	AC002094.4	-0.1	0.949579271
ENSG00000277453	AC010271.2	0.7	0.642234798
ENSG00000277462	ZNF670	-2.5	3.49E-10
ENSG00000277476	AC005332.5	0.6	0.69624837
ENSG00000277481	PKD1L3	2.6	0.021325916
ENSG00000277496	AL357033.4	1.2	0.274860018
ENSG00000277511	AC116407.2	0.8	0.408370868
ENSG00000277529	NF1P10	0.2	0.761796214
ENSG00000277534	AC007996.1	-1.9	2.56E-05
ENSG00000277548	AC018926.3	0.3	0.852717252
ENSG00000277559	AC018553.1	-1.3	0.005923533
ENSG00000277586	NEFL	-1	0.013835372
ENSG00000277595	AC007546.1	-0.2	0.904991195
ENSG00000277602	AC005363.2	-0.3	0.860292231
ENSG00000277610	RNVU1-4	-3.9	4.77E-04
ENSG00000277639	AC007906.2	1.2	0.011180876
ENSG00000277651	AL391261.4	0.3	0.869222437
ENSG00000277662	AL354696.1	1	0.322014538
ENSG00000277687	AL139407.1	-0.1	0.904826788
ENSG00000277692	AL121583.1	0.5	0.775143329
ENSG00000277693	AP003900.1	-0.1	0.816190688
ENSG00000277701	AC159540.2	0.6	0.727032794
ENSG00000277702	AC239859.5	1.3	0.397820917
ENSG00000277711	AL591222.3	-0.3	0.870082214
ENSG00000277715	AC079174.2	1.9	4.35E-04
ENSG00000277728	AC097641.2	-0.2	0.862486649
ENSG00000277734	TRAC	-3.1	9.69E-04
ENSG00000277744	AC011462.4	1	0.288749621
ENSG00000277758	FO681492.1	2.3	0.04509526
ENSG00000277763	AL138995.1	0.2	0.900499911
ENSG00000277767	AL442128.2	0.7	0.271059816
ENSG00000277778	PGM5P2	2.2	2.81E-09
ENSG00000277782	AC068870.2	1.1	0.113589325
ENSG00000277791	PSMB3	-0.9	0.089151822
ENSG00000277795	AC244517.3	2.6	0.066695363
ENSG00000277806	AC006213.4	0.9	0.212342707
ENSG00000277829	AL031651.2	1.1	0.168234623
ENSG00000277840	AC026368.1	0.5	0.784542324
ENSG00000277851	LINC02391	1.1	0.216501547
ENSG00000277856	ENSG00000277856	0.6	0.675556399
ENSG00000277873	AC131159.2	0.3	0.862377047
ENSG00000277879	AL391988.1	0.5	0.634985128
ENSG00000277893	SRD5A2	1.3	0.400906564
ENSG00000277895	AC135279.4	0.4	0.803385161
ENSG00000277938	AL035252.3	-0.7	0.386445096
ENSG00000277945	AC107308.1	-3.7	8.98E-04
ENSG00000277948	AC007435.2	-0.1	0.957779734
ENSG00000277954	AC092376.2	2.3	1.07E-06
ENSG00000277957	SENP3-EIF4A1	-0.9	0.424230937
ENSG00000277959	AL162274.2	-0.7	0.573447537
ENSG00000277968	AC091825.2	-2.6	0.066733376
ENSG00000277969	AC006449.6	1.4	0.017559037
ENSG00000277977	AC010332.1	0.6	0.711785133
ENSG00000277978	AC010542.5	-0.5	0.662799159
ENSG00000277991	FP236241.1	-0.3	0.799034847
ENSG00000277998	AC107075.1	-0.7	0.414028855
ENSG00000277999	AC009093.6	1.1	0.210059412
ENSG00000278000	AC139100.2	-0.5	0.673549386
ENSG00000278002	AL627171.1	1.3	0.331407294
ENSG00000278009	AL139099.3	-1.2	0.276536347
ENSG00000278017	AC064801.1	-1	0.531422452
ENSG00000278022	AC118658.1	-2	0.063643804
ENSG00000278023	RDM1	-2.2	0.004022003
ENSG00000278035	AL121895.2	1.1	0.478486816
ENSG00000278041	AL133325.3	-2.3	1.19E-06
ENSG00000278053	DDX52	-1	0.016280439
ENSG00000278058	AC009159.3	3.6	1.31E-11
ENSG00000278090	LUNAR1	2.6	0.046577682
ENSG00000278106	AF254983.2	0.9	0.582407593
ENSG00000278107	AC027575.2	1.2	0.445527335
ENSG00000278108	MIR6757	3.6	0.001334448
ENSG00000278112	AC145423.3	0.1	0.965796183
ENSG00000278126	AC139768.1	0.4	0.730404359
ENSG00000278129	ZNF8	0.3	0.467542115
ENSG00000278133	AC135050.6	0.4	0.389174444
ENSG00000278143	NF1P7	0.6	0.437556592
ENSG00000278156	TSC22D1-AS1	0.8	0.264579649
ENSG00000278175	GLIDR	1.2	0.00694599
ENSG00000278177	AL354811.1	1.9	0.116214747
ENSG00000278192	AL118505.1	-1.6	0.123603692
ENSG00000278206	AL031320.2	-1	0.430955348
ENSG00000278212	AC134878.2	1.7	0.243008251
ENSG00000278224	PRICKLE4	2.1	0.106060201
ENSG00000278231	AL133342.1	-1.8	0.031872735
ENSG00000278238	AL359513.1	0.6	0.430426403
ENSG00000278259	MYO19	-1.1	0.010167284
ENSG00000278266	AC079949.2	-0.2	0.703438065
ENSG00000278272	ENSG00000278272	-0.7	0.68298819
ENSG00000278291	AL161772.1	0.4	0.73637581
ENSG00000278311	GGNBP2	-0.1	0.88775633
ENSG00000278318	ZNF229	-0.5	0.190207591
ENSG00000278338	VWA8-AS1	0.3	0.807715814
ENSG00000278341	AC138028.6	-0.2	0.887711996
ENSG00000278344	AC063943.1	-0.9	0.482602564
ENSG00000278356	AC005911.1	-1.2	0.241109726
ENSG00000278374	U4	1.5	0.332394338
ENSG00000278376	AP004609.3	1.6	0.005010276
ENSG00000278383	AL031673.1	1.6	0.005561388
ENSG00000278384	ENSG00000278384	0.6	0.35566181
ENSG00000278385	AC121338.2	-0.7	0.658267661
ENSG00000278389	AC099518.6	0.5	0.748937919
ENSG00000278390	AL354696.2	1	0.229254154
ENSG00000278396	AL122023.1	0.9	0.39048947
ENSG00000278416	PMS2P2	-0.4	0.632627135
ENSG00000278434	AC023830.3	-0.1	0.969598908
ENSG00000278456	AC015712.7	-0.5	0.586446593
ENSG00000278467	AC138393.3	1.5	0.028063502
ENSG00000278472	AC009268.2	0.2	0.875258989
ENSG00000278473	IGHV3-41	0.7	0.539158774
ENSG00000278492	AC006213.5	2	0.107600485
ENSG00000278500	ENSG00000278500	0.4	0.81148553
ENSG00000278514	AC068831.6	0.2	0.89399016
ENSG00000278518	AL161645.1	2.1	0.135526062
ENSG00000278530	CHMP1B2P	-1.7	0.001662366
ENSG00000278535	DHRS11	1.4	0.004246381
ENSG00000278540	ACACA	-0.3	0.43141711
ENSG00000278570	NR2E3	-1.5	0.214900725
ENSG00000278576	AL162171.3	-2.9	0.0125557
ENSG00000278594	AL589182.2	1.7	0.103833368
ENSG00000278600	AC015871.4	1.5	6.44E-06
ENSG00000278601	AL158163.2	1.5	0.181080161
ENSG00000278610	AC093152.1	0.5	0.774272974
ENSG00000278611	ZNF426-DT	1.6	0.017865117
ENSG00000278616	BEND3P3	0.8	0.395193559
ENSG00000278619	MRM1	0.4	0.633570029
ENSG00000278627	AC005962.1	1	0.428118065
ENSG00000278630	LINC02335	0.1	0.825337219
ENSG00000278635	AC141557.2	-1.6	0.179749998
ENSG00000278642	AC015813.4	-0.4	0.708173391
ENSG00000278662	GOLGA6L10	0.6	0.498343098
ENSG00000278673	ENSG00000278673	1.8	0.046136569
ENSG00000278703	AC100847.1	-0.5	0.667027662
ENSG00000278704	ENSG00000278704	0.2	0.739888773
ENSG00000278709	NKILA	3.2	4.05E-11
ENSG00000278719	MCM8-AS1	-0.2	0.868474002
ENSG00000278727	AC000403.1	1.3	0.30365571
